#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	conn
#open	2017-12-13-10-14-01
#types
#time	string	addr	srcort	addr	port	enum	string	interval	count	count	string	bool	bool	count	string	count	count	count	count	set[string]
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	proto	service	duration	orig_bytes	resp_bytes	conn_state	local_orig	local_resp	missed_bytes	history	orig_pkts	orig_ip_bytes	resp_pkts	resp_ip_bytes	tunnel_parents
1295981636.735221	CTBjyq1Z1SUD6kgxF9	192.168.3.131	56234	65.54.95.75	80	tcp	http	6.542914	660	5203	SF	-	-	0	ShADadfF	7	952	8	5535	(empty)
1295981644.532706	CZNQq942YZ3Webcnoh	172.16.255.1	10623	194.165.188.79	33033	tcp	-	3.012055	0	0	S0	-	-	0	S	2	104	0	0	(empty)
1295981640.336851	C9IyR525o89usd98eb	172.16.255.1	54048	224.0.0.252	5355	udp	dns	0.100402	44	0	S0	-	-	0	D	2	100	0	0	(empty)
1295981645.564499	C3o8JA4ukfnD3UkV09	172.16.255.1	10624	213.166.51.4	33033	tcp	-	-	-	-	S0	-	-	0	S	1	52	0	0	(empty)
1295981646.141502	CHE8CK1wcvpo0lxeSd	172.16.255.1	10625	194.165.188.79	33033	tcp	-	-	-	-	S0	-	-	0	S	1	52	0	0	(empty)
1295981647.186881	CqVDyk4bWUFJ08Clv2	172.16.255.1	10626	213.166.51.4	33033	tcp	-	-	-	-	S0	-	-	0	S	1	52	0	0	(empty)
1295981648.820543	CPbEdc4ssasrFwSSZh	172.16.255.1	10628	194.165.188.76	12350	tcp	-	3.097117	0	0	S0	-	-	0	S	2	104	0	0	(empty)
1295981648.821959	CZj3j83rCifFs01dE8	172.16.255.1	10629	212.8.166.36	12350	tcp	-	3.095769	0	0	S0	-	-	0	S	2	104	0	0	(empty)
1295981648.891455	CyJaIx4ffZYuHqLbpd	172.16.255.1	10630	204.9.163.158	80	tcp	http	0.150006	219	285	SF	-	-	0	ShADadfF	5	431	5	497	(empty)
1295981649.773161	Cm8Tl42YxqDSb6NY0f	172.16.255.1	10631	204.9.163.184	12350	tcp	-	3.005468	0	0	S0	-	-	0	S	2	104	0	0	(empty)
1295981650.419975	CAs4ig2D8vFGSvZCGa	172.16.255.1	10632	194.165.188.76	12350	tcp	-	-	-	-	S0	-	-	0	S	1	52	0	0	(empty)
1295981650.420250	CCRFTw3MpUu98hBdjj	172.16.255.1	10633	212.8.166.36	12350	tcp	-	-	-	-	S0	-	-	0	S	1	52	0	0	(empty)
1295981651.385994	CRmtVA1zq8UE7mM8Pb	172.16.255.1	10634	204.9.163.184	12350	tcp	-	-	-	-	S0	-	-	0	S	1	52	0	0	(empty)
1295981651.868563	CO5Vqi1Hva3Qf1U4a	192.168.3.131	57885	72.14.213.103	80	tcp	-	0.000074	0	0	SHR	-	-	0	^fA	1	40	1	40	(empty)
1295981651.870509	Cn4Keg4XjMANhNSDhb	192.168.3.131	57888	72.14.213.103	80	tcp	-	0.000038	0	0	SHR	-	-	0	^fA	1	40	1	40	(empty)
1295981651.876509	CFcaWX2mcyQNIcUsbk	192.168.3.131	57895	72.14.213.103	80	tcp	-	0.000038	0	0	SHR	-	-	0	^fA	1	40	1	40	(empty)
1295981651.885752	CS6ylh8RK69HwiSU4	192.168.3.131	57894	72.14.213.103	80	tcp	-	0.000037	0	0	SHR	-	-	0	^fA	1	40	1	40	(empty)
1295981651.888749	CaHrzd1Mjdlgm0FvA2	192.168.3.131	57892	72.14.213.103	80	tcp	-	0.000037	0	0	SHR	-	-	0	^fA	1	40	1	40	(empty)
1295981651.893184	Cgr1ip48hapZcFU1n9	192.168.3.131	57890	72.14.213.103	80	tcp	-	0.000038	0	0	SHR	-	-	0	^fA	1	40	1	40	(empty)
1295981651.897748	ChnsakUi8OUtCNFEh	192.168.3.131	57898	72.14.213.103	80	tcp	-	0.000038	0	0	SHR	-	-	0	^fA	1	40	1	40	(empty)
1295981651.898588	CIhIuU3i6DxXGIBgL3	192.168.3.131	57886	72.14.213.103	80	tcp	-	0.000038	0	0	SHR	-	-	0	^fA	1	40	1	40	(empty)
1295981651.899389	C6EpbOU396zmi4RSc	192.168.3.131	57893	72.14.213.103	80	tcp	-	0.000038	0	0	SHR	-	-	0	^fA	1	40	1	40	(empty)
1295981651.915711	C5LCVq4okEtA9Orve	192.168.3.131	57883	72.14.213.103	80	tcp	-	0.000061	0	0	SHR	-	-	0	^fA	1	40	1	40	(empty)
1295981651.918207	CDPcYH3dCw888ssY4a	192.168.3.131	57887	72.14.213.103	80	tcp	-	0.000038	0	0	SHR	-	-	0	^fA	1	40	1	40	(empty)
1295981651.923915	CpI0n6x0rA5kJ5Rfk	192.168.3.131	57881	72.14.213.103	80	tcp	-	0.000038	0	0	SHR	-	-	0	^fA	1	40	1	40	(empty)
1295981651.935157	CQKqFO1iBHrpErtS3	192.168.3.131	57900	72.14.213.103	80	tcp	-	0.000040	0	0	SHR	-	-	0	^fA	1	40	1	40	(empty)
1295981651.970686	CbzEkO35XaSkkRGymb	192.168.3.131	57879	72.14.213.103	80	tcp	-	0.000040	0	0	SHR	-	-	0	^fA	1	40	1	40	(empty)
1295981651.972299	CQTzy32Mi8IiklwUOj	192.168.3.131	57889	72.14.213.103	80	tcp	-	0.000037	0	0	SHR	-	-	0	^fA	1	40	1	40	(empty)
1295981651.998984	CKPbrJ21KoQqWp9an1	192.168.3.131	57899	72.14.213.103	80	tcp	-	0.000058	0	0	SHR	-	-	0	^fA	1	40	1	40	(empty)
1295981652.020418	CkcMCj2Rf8l1FZz7ld	192.168.3.131	57891	72.14.213.103	80	tcp	-	0.000041	0	0	SHR	-	-	0	^fA	1	40	1	40	(empty)
1295981652.022022	CpnCTE4DMFqtG7D6B8	192.168.3.131	57901	72.14.213.103	80	tcp	-	0.000037	0	0	SHR	-	-	0	^fA	1	40	1	40	(empty)
1295981652.100631	Ct9soPWQqYQtmdCO2	192.168.3.131	57884	72.14.213.103	80	tcp	-	0.000044	0	0	SHR	-	-	0	^fA	1	40	1	40	(empty)
1295981652.176831	CIlym3hfyOB34JPdg	192.168.3.131	57882	72.14.213.103	80	tcp	-	0.000049	0	0	SHR	-	-	0	^fA	1	40	1	40	(empty)
1295981652.178559	CayFp9UpQVcZxNiwi	192.168.3.131	57902	72.14.213.103	80	tcp	-	0.000038	0	0	SHR	-	-	0	^fA	1	40	1	40	(empty)
1295981652.315213	CEBkvu3XhxC57upHN5	192.168.3.131	57896	72.14.213.103	80	tcp	-	0.000083	0	0	SHR	-	-	0	^fA	1	40	1	40	(empty)
1295981645.771510	Chm1iHFpS1JJyft9k	192.168.3.131	56255	65.54.95.68	80	tcp	http	7.508625	660	4752	SF	-	-	0	ShADadfF	7	952	8	5084	(empty)
1295981645.772445	Cyj2jX3bG4w72HYakk	192.168.3.131	56257	65.54.95.75	80	tcp	http	7.507914	660	4990	SF	-	-	0	ShADadfF	7	952	8	5322	(empty)
1295981645.772127	CI1aG14lRuGhE39b8	192.168.3.131	56256	65.54.95.75	80	tcp	http	7.508290	660	4101	SF	-	-	0	ShADadfF	7	952	7	4393	(empty)
1295981655.952795	C1e6Jx2EcSuZciB7ll	10.0.2.15	2527	64.4.9.254	1863	tcp	-	0.543426	140	235	SF	-	-	0	ShADadFf	8	468	9	599	(empty)
1295981655.935733	C3YnY13UVxGBL8HVO2	10.0.2.15	2526	65.54.186.19	443	tcp	ssl	0.712501	4658	20119	SF	-	-	0	ShADadfF	21	5506	33	21443	(empty)
1295981642.935653	CT8TdU3geFtBbHVto7	192.168.3.131	58487	208.82.236.129	80	tcp	http	14.361896	591	2337	SF	-	-	0	ShADdfFa	5	803	5	2549	(empty)
1295981657.199959	COkNCT3eOzusR6Tqga	192.168.3.131	58517	208.82.236.130	80	tcp	http	0.228031	443	4789	SF	-	-	0	ShADdFf	6	695	7	5081	(empty)
1295981658.781282	CchLcA1L8l6waxHvl	10.0.2.15	2498	65.55.25.60	443	tcp	-	-	-	-	RSTOS0	-	-	0	R	1	40	0	0	(empty)
1295981654.196898	CCjWsp1MDmmw5AtHd2	172.16.255.1	10639	204.9.163.181	443	tcp	ssl	4.868685	3463	28269	RSTO	-	-	0	ShADadfR	19	4235	28	29401	(empty)
1295981655.221373	Cvexnv4BimRkrSBxr	172.16.255.1	10643	204.9.163.181	443	tcp	ssl	3.845125	1469	5296	RSTO	-	-	0	ShADadfR	9	1841	9	5668	(empty)
1295981655.219848	C2Y28Z18QuRJTUuRSj	172.16.255.1	10641	204.9.163.181	443	tcp	ssl	3.846855	1485	10800	RSTO	-	-	0	ShADadfR	11	1937	13	11332	(empty)
1295981655.220451	CVNxgE3v7p4waLKr5l	172.16.255.1	10642	204.9.163.181	443	tcp	ssl	3.846408	1485	11296	RSTO	-	-	0	ShADadfR	11	1937	13	11828	(empty)
1295981655.219096	CvaNAO2Ie6u8atOrw6	172.16.255.1	10640	204.9.163.181	443	tcp	ssl	3.847935	1485	17264	RSTO	-	-	0	ShADadfR	13	2017	18	17996	(empty)
1295981647.764141	CGoQUR3DJOTPKtrGOb	172.16.255.1	10627	194.165.188.79	443	tcp	-	11.354967	623	353	SF	-	-	0	ShADadfF	9	995	10	765	(empty)
1295981658.224147	CaLsoc2KWlTLk8enzd	172.16.255.1	10649	184.85.226.161	443	tcp	ssl	1.573652	6328	11135	RSTO	-	-	0	ShADadR	16	6992	16	12240	(empty)
1295981655.843173	CKEhGU2f30xlghvDg9	10.0.2.15	49796	10.0.2.3	53	udp	dns	0.108108	39	392	SF	-	-	0	Dd	1	67	1	420	(empty)
1295981655.926096	CA3WgXN6K5vCRbNtk	10.0.2.15	50559	10.0.2.3	53	udp	dns	0.006198	32	239	SF	-	-	0	Dd	1	60	1	267	(empty)
1295981660.047757	CXLVI34PRd8UvyKnm8	192.168.3.131	57231	72.14.213.156	80	tcp	-	1.371866	0	0	SF	-	-	0	^fAFa	2	80	2	80	(empty)
1295981660.081707	Cz2Di52PzLRFvtn6q9	192.168.3.131	57230	72.14.213.156	80	tcp	-	1.338023	0	0	SF	-	-	0	^fAFa	2	80	2	80	(empty)
1295981661.419799	C3AGiq4Cxh9upblmp7	192.168.3.131	57881	72.14.213.103	80	tcp	-	0.019455	0	0	SH	-	-	0	Fa	1	40	1	40	(empty)
1295981661.419857	C5YY8539Gsv6dtflNc	192.168.3.131	57883	72.14.213.103	80	tcp	-	0.020220	0	0	SH	-	-	0	Fa	1	40	1	40	(empty)
1295981661.419910	CtM7aj2vbkSZ7F57y7	192.168.3.131	57879	72.14.213.103	80	tcp	-	0.020168	0	0	SH	-	-	0	Fa	1	40	1	40	(empty)
1295981661.419963	Ct4TpZ2koJTIkNlTwe	192.168.3.131	57884	72.14.213.103	80	tcp	-	0.020941	0	0	SH	-	-	0	Fa	1	40	1	40	(empty)
1295981661.420012	CZJCtfhnGRRuJJyL8	192.168.3.131	57882	72.14.213.103	80	tcp	-	0.020067	0	0	SH	-	-	0	Fa	1	40	1	40	(empty)
1295981656.421264	Ckulmz2tuKaCSLunfg	192.168.3.131	57880	72.14.213.103	80	tcp	-	4.998799	0	0	SF	-	-	0	^fAFa	2	80	2	80	(empty)
1295981661.420119	ChojXJ3YcL16klcu8j	192.168.3.131	57888	72.14.213.103	80	tcp	-	0.020786	0	0	SH	-	-	0	Fa	1	40	1	40	(empty)
1295981661.420172	C3GJPa4M7oVIe86sfa	192.168.3.131	57886	72.14.213.103	80	tcp	-	0.021556	0	0	SH	-	-	0	Fa	1	40	1	40	(empty)
1295981661.420224	CEm7ya3UTbmFJpQg5g	192.168.3.131	57885	72.14.213.103	80	tcp	-	0.021506	0	0	SH	-	-	0	Fa	1	40	1	40	(empty)
1295981661.420274	CkadHv2hFCRnjhME7	192.168.3.131	57890	72.14.213.103	80	tcp	-	0.022276	0	0	SH	-	-	0	Fa	1	40	1	40	(empty)
1295981661.420326	CpuUy62SjsbjcsnVR3	192.168.3.131	57887	72.14.213.103	80	tcp	-	0.022222	0	0	SH	-	-	0	Fa	1	40	1	40	(empty)
1295981661.420424	Cw5BPyERuP3dscXX1	192.168.3.131	57889	72.14.213.103	80	tcp	-	0.022910	0	0	SH	-	-	0	Fa	1	40	1	40	(empty)
1295981661.420497	Ce98YIgqOzgB0rjI4	192.168.3.131	57898	72.14.213.103	80	tcp	-	0.022053	0	0	SH	-	-	0	Fa	1	40	1	40	(empty)
1295981661.420552	CIICR74htg3XCS3i24	192.168.3.131	57900	72.14.213.103	80	tcp	-	0.022784	0	0	SH	-	-	0	Fa	1	40	1	40	(empty)
1295981661.420602	CGOx7Sn5t7tvSqKga	192.168.3.131	57899	72.14.213.103	80	tcp	-	0.022735	0	0	SH	-	-	0	Fa	1	40	1	40	(empty)
1295981661.420651	CT43fH2dMx7khKhYji	192.168.3.131	57901	72.14.213.103	80	tcp	-	0.023511	0	0	SH	-	-	0	Fa	1	40	1	40	(empty)
1295981661.420699	C76bwo1WDJumfXCorl	192.168.3.131	57902	72.14.213.103	80	tcp	-	0.022638	0	0	SH	-	-	0	Fa	1	40	1	40	(empty)
1295981657.201806	C86V2Mw1Wg6lROfxd	192.168.3.131	57897	72.14.213.103	80	tcp	-	4.218946	0	0	SF	-	-	0	^fAFa	2	80	2	80	(empty)
1295981661.420804	CvzVwRCbl0Mh3EEd3	192.168.3.131	57895	72.14.213.103	80	tcp	-	0.024158	0	0	SH	-	-	0	Fa	1	40	1	40	(empty)
1295981661.420853	CLbvKUJaWpIazmpp1	192.168.3.131	57894	72.14.213.103	80	tcp	-	0.024110	0	0	SH	-	-	0	Fa	1	40	1	40	(empty)
1295981661.420902	CAG7g43pf7GEYAQmp8	192.168.3.131	57892	72.14.213.103	80	tcp	-	0.024879	0	0	SH	-	-	0	Fa	1	40	1	40	(empty)
1295981661.420955	Cfr7FS3QfGlPq1RDri	192.168.3.131	57893	72.14.213.103	80	tcp	-	0.024828	0	0	SH	-	-	0	Fa	1	40	1	40	(empty)
1295981661.421004	C6eZvT38fpCfaBVFch	192.168.3.131	57891	72.14.213.103	80	tcp	-	0.024780	0	0	SH	-	-	0	Fa	1	40	1	40	(empty)
1295981661.421053	CKjRLyL157lvojzM	192.168.3.131	57896	72.14.213.103	80	tcp	-	0.024732	0	0	SH	-	-	0	Fa	1	40	1	40	(empty)
1295981659.836111	CxU63KjHjTaTcgaSd	192.168.3.131	57024	72.14.213.101	80	tcp	-	1.585010	0	0	SF	-	-	0	^fAFa	2	80	2	80	(empty)
1295981661.504690	CJ1DNU1Tc3mKaU44m2	172.16.255.1	10661	67.215.65.132	443	tcp	ssl	0.516536	530	1369	SF	-	-	0	ShADdFf	7	822	6	1621	(empty)
1295981661.790747	C83ivv1XCdoduIiJHi	172.16.255.1	10665	67.215.65.132	443	tcp	ssl	0.459698	574	1433	SF	-	-	0	ShADdFf	7	866	6	1685	(empty)
1295981661.790748	C9vHea2wkWOzeeY14	172.16.255.1	10664	67.215.65.132	443	tcp	ssl	0.460224	558	1417	SF	-	-	0	ShADdfFa	7	850	6	1669	(empty)
1295981662.251592	CNDbvg4gh7mVTMYAok	172.16.255.1	10669	204.194.237.136	80	tcp	http	0.274466	618	2048	SF	-	-	0	ShADdtfFa	7	922	5	2260	(empty)
1295981662.128973	CwxtCs1hZWikm0gX5	172.16.255.1	10668	204.194.237.136	80	tcp	http	0.425410	556	1896	SF	-	-	0	ShADadtfF	7	860	6	2148	(empty)
1295981662.526632	CUrg3AYsQrKkm7R8	172.16.255.1	10670	204.194.237.136	80	tcp	http	0.413431	600	1994	SF	-	-	0	ShADadfF	6	852	6	2246	(empty)
1295981660.823055	CbmaOv4w6NorffHvef	172.16.255.1	10659	109.255.178.86	443	tcp	-	6.210054	132	114	RSTO	-	-	0	ShADdFRa	7	484	5	361	(empty)
1295981658.781806	C4FBls3oOSqYlThoG8	10.0.2.15	54657	10.0.2.3	53	udp	dns	0.008399	42	358	SF	-	-	0	Dd	1	70	1	386	(empty)
1295981658.854004	C5C9rD3nXzC93zzXWl	10.0.2.15	57524	10.0.2.3	53	udp	dns	0.006434	46	355	SF	-	-	0	Dd	1	74	1	383	(empty)
1295981663.970102	CK6TL22Wt97oxBrCA1	172.16.255.1	10672	212.8.163.80	54900	tcp	-	3.014139	0	0	S0	-	-	0	S	2	104	0	0	(empty)
1295981663.970325	Cz1FEk4HQbeO5nxwi8	172.16.255.1	10673	212.8.163.80	54900	tcp	-	3.013917	0	0	S0	-	-	0	S	2	104	0	0	(empty)
1295981664.273305	Cabs4r1FkvqgIAMFs6	10.0.2.15	2543	65.55.116.184	80	tcp	http	0.209365	774	656	SF	-	-	0	ShADadfF	5	982	5	860	(empty)
1295981659.567918	Ckj38u45Tou0riW3v9	10.0.2.15	54795	10.0.2.3	53	udp	dns	0.003531	29	185	SF	-	-	0	Dd	1	57	1	213	(empty)
1295981659.783932	CuprR01Itr45jSISnj	10.0.2.15	61870	10.0.2.3	53	udp	dns	0.208112	35	303	SF	-	-	0	Dd	1	63	1	331	(empty)
1295981660.144937	CMUQLp1FPIMkQhW0m9	10.0.2.15	64982	10.0.2.3	53	udp	dns	0.007400	39	247	SF	-	-	0	Dd	1	67	1	275	(empty)
1295981660.822738	CE0hOOXnUnop4AyB9	172.16.255.1	10658	109.173.29.34	443	tcp	-	4.358956	127	163	SF	-	-	0	ShADdaFf	9	499	7	455	(empty)
1295981662.936827	CY2Yqu1eRCvfcHuJuh	172.16.255.1	10671	109.227.83.224	443	tcp	-	2.279714	114	132	SF	-	-	0	ShADdaFf	9	486	7	424	(empty)
1295981665.679846	Cf0QqbkCVilUdqll4	172.16.255.1	10674	212.8.163.80	43400	tcp	-	3.004798	0	0	S0	-	-	0	S	2	104	0	0	(empty)
1295981665.680274	CDGmMasGHCF6XHRij	172.16.255.1	10675	212.8.163.80	43400	tcp	-	3.004370	0	0	S0	-	-	0	S	2	104	0	0	(empty)
1295981640.639586	CIN2KM124g13H1Z9n7	172.16.255.1	137	172.16.255.255	137	udp	dns	17.078145	300	0	S0	-	-	0	D	6	468	0	0	(empty)
1295981664.860463	Ciwjeg3tURl4KpAL17	10.0.2.15	2545	91.103.140.2	80	tcp	http	1.015434	1184	2228	SF	-	-	0	ShADadfF	7	1472	8	2552	(empty)
1295981666.356741	CRm3kE4na6kVdY4lb6	172.16.255.1	10676	204.9.163.160	35777	tcp	-	2.999074	0	0	S0	-	-	0	S	2	104	0	0	(empty)
1295981666.357177	Cy2bt04mwmOY38U3Uk	172.16.255.1	10677	204.9.163.160	35777	tcp	-	2.998637	0	0	S0	-	-	0	S	2	104	0	0	(empty)
1295981569.735068	CWzylJ2TFbbFy4i0Ri	192.168.3.131	56035	65.55.118.107	80	tcp	http	97.949835	2319	933	RSTR	-	-	0	ShADdar	8	2651	6	1185	(empty)
1295981668.076889	CEsiIa4C1QAJOKin6c	172.16.255.1	10678	212.8.163.80	54900	tcp	-	-	-	-	S0	-	-	0	S	1	52	0	0	(empty)
1295981668.077427	Cq0ZJvdlX9paxYM1i	172.16.255.1	10679	212.8.163.80	54900	tcp	-	-	-	-	S0	-	-	0	S	1	52	0	0	(empty)
1295981663.533829	CtOPVg1hwLTIPtdUl1	10.0.2.15	57632	10.0.2.3	53	udp	dns	0.113517	44	199	SF	-	-	0	Dd	1	72	1	227	(empty)
1295981652.029329	C87xNB31OMQdcEUPcd	172.16.255.1	10635	194.165.188.76	443	tcp	-	16.757357	324	86	SF	-	-	0	ShADadFf	8	656	7	378	(empty)
1295981664.266166	CCmrFP2LeOJM1gZfvj	10.0.2.15	62310	10.0.2.3	53	udp	dns	0.006146	32	118	SF	-	-	0	Dd	1	60	1	146	(empty)
1295981669.200116	Cft0Y419GrR4UzwMzb	192.168.3.131	58542	208.82.236.129	80	tcp	http	0.112624	591	2546	SF	-	-	0	ShADdfFa	5	803	5	2758	(empty)
1295981669.202331	CHlHpc13cpoeADa1uh	192.168.3.131	58543	208.82.236.130	80	tcp	http	0.279471	443	10329	SF	-	-	0	ShADdFf	8	775	11	10781	(empty)
1295981664.492158	Cd6CdN2qhqxHGK6pM2	10.0.2.15	59794	10.0.2.3	53	udp	dns	0.365265	40	319	SF	-	-	0	Dd	1	68	1	347	(empty)
1295981622.205977	CiNQvz1EhkiiqGWXCd	192.168.3.131	58443	204.9.163.166	80	tcp	http	47.357377	299	218	SF	-	-	0	ShADadfFr	6	551	5	430	(empty)
1295981670.450618	CQUFE12WEysEVrLu6c	172.16.255.1	10685	204.9.163.160	35777	tcp	-	-	-	-	S0	-	-	0	S	1	52	0	0	(empty)
1295981670.451042	CYBuuq3fokGKNEu0M4	172.16.255.1	10686	204.9.163.160	35777	tcp	-	-	-	-	S0	-	-	0	S	1	52	0	0	(empty)
1295981665.894416	CLHXXb3NdoYODujHWd	10.0.2.15	58511	10.0.2.3	53	udp	dns	0.467897	42	317	SF	-	-	0	Dd	1	70	1	345	(empty)
1295981570.992263	CVg2SH1cVFUFnW78Af	192.168.3.131	56051	207.46.0.109	80	tcp	http	99.955363	6961	21037	RSTR	-	-	0	ShADadr	14	7533	32	22329	(empty)
1295981652.029659	C7a5ZF14UpubBOrsU7	172.16.255.1	10636	212.8.166.36	443	tcp	-	18.994973	1454	3063	SF	-	-	0	ShADadFf	23	2386	27	4155	(empty)
1295981671.169174	CTzNva1jHA4hvJKHci	10.0.2.15	2549	65.55.116.184	80	tcp	http	0.219153	510	424	SF	-	-	0	ShADadfF	5	718	5	628	(empty)
1295981668.253043	Cgo1wl3HDMc3kkQele	192.168.3.131	57847	72.14.213.147	80	tcp	-	3.166415	0	0	SF	-	-	0	^fAFa	2	80	2	80	(empty)
1295981653.840363	CSiwo04PBvmLrwKTla	172.16.255.1	10638	130.117.72.100	443	tcp	-	18.126209	333	489395	SF	-	-	0	ShADadFf	170	7145	354	503567	(empty)
1295981668.205083	CzSuCSmEsHpik8Ah7	10.0.2.15	58971	10.0.2.3	53	udp	dns	0.084700	30	171	SF	-	-	0	Dd	1	58	1	199	(empty)
1295981543.981324	CT5nvU3yNmYaXAeEM4	192.168.3.131	55966	63.215.202.48	80	tcp	http	129.302555	515	624	SF	-	-	0	ShADdfFa	6	767	4	788	(empty)
1295981596.555946	CD0Guv4GLDYA0XUiDl	192.168.3.131	56136	206.108.207.163	80	tcp	-	76.728006	0	414	SF	-	-	0	ShAdfFRa	5	212	4	586	(empty)
1295981608.154922	CfGmCBAejYzo036Yd	192.168.3.131	56169	206.108.207.155	80	tcp	-	65.129105	0	414	SF	-	-	0	ShAdfFRa	5	212	4	586	(empty)
1295981544.252538	CUo2ov2V1bipufsHle	192.168.3.131	55967	63.215.202.49	80	tcp	http	129.031547	640	4202	SF	-	-	0	ShADdfFa	6	892	6	4446	(empty)
1295981663.841480	CBFkls4MGAhnSQVRGa	192.168.3.131	56292	65.54.95.68	80	tcp	http	9.442648	710	168	SF	-	-	0	ShADadfF	6	962	5	380	(empty)
1295981674.732672	CwUAdY2eIsstMnXMal	192.168.3.131	56318	207.46.148.38	80	tcp	http	0.036920	645	2415	SF	-	-	0	ShADdfFa	5	857	4	2583	(empty)
1295981675.121648	CMPjZD1rCKkVsxf5Dh	192.168.3.131	56325	207.46.148.38	80	tcp	http	0.037833	646	2485	SF	-	-	0	ShADdfFa	5	858	4	2653	(empty)
1295981675.805423	CFNjEx13grsmzTzSe7	172.16.255.1	10690	109.173.29.34	443	tcp	-	2.558070	146	155	SF	-	-	0	ShADdaFf	10	558	8	487	(empty)
1295981675.804989	CZrTxGONL2m68MeGk	172.16.255.1	10689	109.227.83.224	443	tcp	-	2.592094	130	155	SF	-	-	0	ShADdaFf	9	502	7	447	(empty)
1295981675.187170	CJByi6UCeoJf64mk4	172.16.255.1	10659	109.255.178.86	443	tcp	-	6.427828	0	35	SHR	-	-	0	^df	0	0	2	115	(empty)
1295981674.827029	CPKgIB243ny5uAg7Gf	192.168.3.131	56319	65.54.95.140	80	tcp	http	8.459178	958	15256	SF	-	-	0	ShADdfFa	11	1410	14	15828	(empty)
1295981676.330704	CSNwh13z21v17pr5R	192.168.3.131	56331	65.54.95.68	80	tcp	http	6.955641	669	173236	SF	-	-	0	ShADadfF	58	3001	123	178168	(empty)
1295981675.450881	C85NsE4Ew1wX6b4bE3	192.168.3.131	56326	65.54.95.39	80	tcp	http	7.835533	1050	6341	SF	-	-	0	ShADadfF	9	1422	10	6753	(empty)
1295981672.842069	ClanH71NsLBVOyFr4	192.168.3.131	56313	65.54.95.75	80	tcp	http	10.444404	710	167	SF	-	-	0	ShADadfF	6	962	5	379	(empty)
1295981672.842834	C116tq2d1zDFGp0Klk	192.168.3.131	56314	65.54.95.75	80	tcp	http	10.443693	710	167	SF	-	-	0	ShADadfF	6	962	5	379	(empty)
1295981676.623302	CkEHP639L01X4UvKTd	192.168.3.131	56332	65.54.95.75	80	tcp	http	6.663279	2057	501	SF	-	-	0	ShADadfF	9	2429	7	793	(empty)
1295981675.008771	CsBkmIZ4FHJtQFpb	192.168.3.131	56323	66.235.133.62	80	tcp	-	10.398265	2036	738	RSTR	-	-	2036	ShAadr	3	132	4	910	(empty)
1295981674.704942	CYommz2CgqFT6v4VI2	192.168.3.131	56317	66.235.139.121	80	tcp	-	11.091861	6302	2048	RSTR	-	-	6302	ShAadr	3	132	8	2380	(empty)
1295981687.585464	CzXytu3VqL1ZyPNkKh	192.168.3.131	56357	207.46.148.38	80	tcp	http	0.070918	645	2415	SF	-	-	0	ShADdfFa	5	857	4	2583	(empty)
1295981688.044490	C2UbUD1R4SQ4ok9onk	192.168.3.131	56362	207.46.148.38	80	tcp	http	0.079429	646	1865	SF	-	-	0	ShADdfFa	5	858	4	2033	(empty)
1295981671.774753	CuAKxA3nl2383zHlng	172.16.255.1	10687	109.90.123.126	443	tcp	-	16.386084	118	156	SF	-	-	0	ShADdaFf	10	530	8	488	(empty)
1295981669.241821	CflGpA42CUvTGE89mi	192.168.3.131	58544	208.82.236.129	80	tcp	http	20.703504	626	8883	SF	-	-	0	ShADadfF	7	918	11	9335	(empty)
1295981685.227252	CVuIAq3KTMqjEl6CTl	10.0.2.15	59686	10.0.2.3	53	udp	dns	0.309364	45	154	SF	-	-	0	Dd	1	73	1	182	(empty)
1295981685.539330	CIgxJOZQIKzreRQle	10.0.2.15	2551	70.37.129.34	80	tcp	http	5.367533	845	7077	RSTO	-	-	0	ShADadfR	9	1213	11	7521	(empty)
1295981658.810885	CS9CEQzxK3FbLSGX4	10.0.2.15	2529	207.46.96.145	80	tcp	http	32.096309	903	34330	RSTO	-	-	0	ShADadfR	29	2071	48	36254	(empty)
1295981691.512912	C1vFXO2SuKuHyPsF31	172.16.255.1	10659	109.255.178.86	443	tcp	-	-	-	-	SHR	-	-	0	^f	0	0	1	75	(empty)
1295981669.708122	C3TkmW2c4u7jFOKQEf	172.16.255.1	10684	109.229.25.126	443	tcp	-	23.210792	147	146	SF	-	-	0	ShADdaFf	10	559	8	478	(empty)
1295981687.631027	CUw3Vc3sgZ0QLkXcwi	192.168.3.131	56359	65.54.95.140	80	tcp	http	5.654529	1922	7375	SF	-	-	0	ShADdfFa	8	2254	9	7747	(empty)
1295981687.707665	CiUwTU1D90uGr8eiwh	192.168.3.131	56360	65.54.95.140	80	tcp	http	5.578014	962	3508	SF	-	-	0	ShADdfFa	7	1254	6	3760	(empty)
1295981687.620683	CPNUpY1oYmsDi9uDQ5	192.168.3.131	56358	65.54.95.140	80	tcp	http	5.665061	944	942	SF	-	-	0	ShADdfFa	6	1196	4	1114	(empty)
1295981689.324617	CT7Sqx3eb3KRdAd5Vh	192.168.3.131	56368	65.54.95.68	80	tcp	http	3.961201	669	173236	SF	-	-	0	ShADadfF	58	3001	124	178208	(empty)
